customer_id,age,card_tier,tenure_months,income_annual,credit_limit,current_utilization,utilization_3m_change,avg_monthly_spend,annual_spend,spend_3m_vs_12m,days_since_last_txn,transaction_count_monthly,late_payment_count_12m,interest_paid_12m,support_tickets_12m,complaint_tickets_12m,app_session_frequency_monthly,competitor_offer_received,interchange_revenue_annual,annual_fee,reward_cost_annual,servicing_cost_annual,annual_net_margin,churn_prob_true,churn_label
CC-13033,31,Standard,34,55914,7442,0.0537,-0.1184,201,2412,0.8759,8,6,0,0.0,1,0,11,0,42.21,0,24.12,86.85,-68.75999999999999,0.0711,0
CC-13034,34,Standard,3,48688,7744,0.1038,-0.0336,404,4848,1.8054,8,7,0,0.0,5,1,13,1,84.84,0,48.48,152.68,-116.32,0.0779,1
CC-13035,58,Standard,19,25000,4148,0.0576,0.0258,120,1440,1.017,8,4,0,0.0,1,0,9,0,25.2,0,14.4,56.64,-45.84,0.0605,0
CC-13036,32,Standard,11,50663,7167,0.1349,-0.3112,486,5832,0.3783,8,11,0,0.0,3,0,13,0,102.06,0,58.32,117.75,-74.00999999999999,0.1425,1
CC-13037,65,Black,86,177977,89743,0.0811,-0.2614,3657,43884,0.3041,8,52,0,0.0,2,0,14,1,1097.1,495,1316.52,66.73,208.8499999999999,0.3411,0
CC-13038,37,Standard,47,25000,3523,0.0887,0.1164,157,1884,1.1691,27,2,0,0.0,0,0,18,0,32.97,0,18.84,44.82,-30.689999999999998,0.0741,0
CC-13039,36,Gold,98,42751,11791,0.0923,-0.1196,547,6564,1.6955,8,8,0,0.0,1,0,9,0,131.28,95,98.46,91.92,35.900000000000006,0.0199,0
CC-13040,55,Standard,68,25000,3050,0.1318,-0.1124,202,2424,0.8657,8,6,0,0.0,3,0,6,0,42.42,0,24.24,120.55,-102.36999999999999,0.0771,0
CC-13041,22,Black,34,299528,100000,0.1375,0.005,6909,82908,0.8478,8,89,1,2767.65,1,1,9,0,2072.7,495,2487.24,79.78,2768.3300000000004,0.2253,0
CC-13042,31,Standard,47,36774,6552,0.1066,-0.0779,351,4212,1.0792,27,6,0,0.0,0,0,10,0,73.71,0,42.12,74.47,-42.88000000000001,0.0979,0
CC-13043,61,Standard,11,27910,4992,0.0682,0.0426,171,2052,0.7105,8,6,0,0.0,1,0,14,1,35.91,0,20.52,99.17,-83.78,0.1685,0
CC-13044,23,Gold,32,85490,19506,0.1141,-0.0277,1118,13416,0.1868,8,14,2,447.98,3,1,11,0,268.32,95,201.24,130.04,480.02,0.6305,0
CC-13045,49,Gold,86,61498,15014,0.0717,0.0098,541,6492,1.2612,8,12,0,0.0,1,0,18,0,129.84,95,97.38,103.37,24.090000000000003,0.0333,0
CC-13046,38,Standard,40,56037,6936,0.1432,-0.1253,499,5988,0.766,8,10,0,0.0,0,0,11,0,104.79,0,59.88,88.41,-43.499999999999986,0.0833,0
CC-13047,40,Standard,62,61314,10570,0.0584,0.009,310,3720,1.265,8,5,1,124.25,2,0,13,0,65.1,0,37.2,98.91,53.23999999999998,0.0544,0
CC-13048,67,Standard,3,42551,6557,0.0677,0.1458,223,2676,0.7217,8,5,0,0.0,1,0,10,0,46.83,0,26.76,71.18,-51.110000000000014,0.093,0
CC-13049,34,Standard,7,60494,8657,0.1092,-0.1052,475,5700,0.9865,8,14,0,0.0,0,1,11,1,99.75,0,57.0,35.02,7.72999999999999,0.2452,0
CC-13050,54,Standard,65,60475,7666,0.0745,0.1173,287,3444,1.2064,8,1,1,114.96,3,0,12,0,60.27,0,34.44,135.88,4.909999999999997,0.0604,0
CC-13051,69,Gold,101,86797,25577,0.0492,-0.0277,632,7584,1.2711,8,7,2,253.29,2,0,10,0,151.68,95,113.76,76.84,309.37,0.0803,0
CC-13052,51,Standard,38,64501,9792,0.0703,0.0902,346,4152,1.0199,8,8,0,0.0,1,2,14,1,72.66,0,41.52,99.97,-68.83000000000001,0.3981,0
CC-13053,60,Standard,67,38006,5205,0.1139,-0.0007,298,3576,1.005,8,6,0,0.0,0,0,13,1,62.58,0,35.76,50.04,-23.22,0.1097,0
CC-13054,62,Gold,80,43450,10211,0.1175,-0.025,603,7236,1.1359,8,13,0,0.0,0,0,12,0,144.72,95,108.54,54.31,76.86999999999998,0.0455,0
CC-13055,38,Black,75,171193,69970,0.1191,0.0325,4189,50268,1.0893,27,54,0,0.0,1,0,16,0,1256.7,495,1508.04,62.39,181.26999999999998,0.0847,0
CC-13056,50,Gold,96,70811,18423,0.1015,0.162,940,11280,0.5626,8,18,0,0.0,1,0,11,0,225.6,95,169.2,96.55,54.85000000000002,0.1455,1
CC-13057,45,Standard,26,51010,8967,0.0786,0.0154,354,4248,0.5684,119,8,0,0.0,0,0,12,0,74.34,0,42.48,61.13,-29.269999999999996,0.8574,1
CC-13058,39,Standard,6,32008,5486,0.0439,0.0518,121,1452,0.3173,8,1,0,0.0,2,0,13,0,25.41,0,14.52,122.71,-111.82,0.1554,0
CC-13059,28,Black,116,232693,100000,0.0579,-0.0753,2910,34920,1.18,8,38,1,1165.43,0,0,4,0,873.0,495,1047.6,83.58,1402.2500000000005,0.0701,0
CC-13060,48,Standard,80,30943,5247,0.0823,0.2156,217,2604,0.8313,27,4,0,0.0,3,0,16,0,45.57,0,26.04,113.99,-94.46000000000001,0.1222,0
CC-13061,28,Standard,91,37654,5474,0.0752,0.0761,207,2484,1.1961,8,6,0,0.0,1,2,10,0,43.47,0,24.84,96.99,-78.36,0.1963,0
CC-13062,51,Gold,70,113532,25570,0.0637,-0.0083,818,9816,1.0711,8,8,1,327.85,0,0,20,0,196.32,95,147.24,85.54,386.39000000000004,0.0634,0
CC-13063,23,Gold,27,92598,27625,0.0644,-0.0384,894,10728,0.6493,8,25,0,0.0,1,1,12,0,214.56,95,160.92,105.03,43.610000000000014,0.2648,0
CC-13064,23,Gold,76,72738,16758,0.1007,0.1267,848,10176,0.9139,8,16,1,339.67,2,0,8,1,203.52,95,152.64,69.8,415.75000000000006,0.1891,0
CC-13065,64,Standard,101,58730,8188,0.0841,-0.1109,346,4152,0.8136,27,5,0,0.0,2,0,9,1,72.66,0,41.52,113.07,-81.93,0.2552,0
CC-13066,42,Standard,9,45288,8123,0.0963,-0.2874,393,4716,0.7672,8,9,0,0.0,2,1,13,0,82.53,0,47.16,76.03,-40.66,0.1729,0
CC-13067,37,Black,108,289355,100000,0.1486,-0.0091,7466,89592,1.2246,119,100,1,2991.07,2,0,5,0,2239.8,495,2687.76,119.97,2918.140000000001,0.7713,1
CC-13068,56,Standard,15,57856,9582,0.0989,0.1585,476,5712,1.7032,119,12,0,0.0,3,0,15,0,99.96,0,57.12,91.27,-48.42999999999999,0.4819,1
CC-13069,37,Gold,70,77719,22816,0.1006,0.2187,1154,13848,1.2849,8,20,0,0.0,0,0,12,0,276.96,95,207.72,45.33,118.90999999999997,0.0365,0
CC-13070,34,Gold,116,104470,26240,0.0629,-0.0361,830,9960,0.9419,8,17,0,0.0,3,0,10,1,199.2,95,149.4,109.63,35.170000000000016,0.122,0
CC-13071,71,Gold,45,102954,20616,0.1137,-0.0135,1178,14136,1.3279,8,17,0,0.0,1,0,9,0,282.72,95,212.04,101.44,64.24000000000001,0.0369,0
CC-13072,29,Standard,59,43362,6179,0.1259,0.0579,391,4692,1.4639,8,7,0,0.0,4,0,20,0,82.11,0,46.92,100.26,-65.07000000000001,0.0239,0
CC-13073,50,Standard,38,29292,3711,0.1126,-0.0597,210,2520,0.5323,8,4,4,84.11,1,1,16,1,44.1,0,25.2,53.59,49.42,0.7459,1
CC-13074,41,Gold,16,85269,20602,0.1062,0.0575,1099,13188,1.3175,8,14,1,440.39,5,1,13,0,263.76,95,197.82,155.9,445.42999999999995,0.1139,0
CC-13075,32,Platinum,84,179803,70231,0.0699,-0.0328,2466,29592,1.1809,8,44,0,0.0,1,0,13,0,665.82,295,651.02,100.38,209.42000000000007,0.0415,0
CC-13076,57,Black,74,337383,100000,0.1525,0.1317,7664,91968,1.3064,8,89,0,0.0,1,0,13,0,2299.2,495,2759.04,77.41,-42.25,0.0345,0
CC-13077,52,Standard,98,64240,9373,0.0503,0.0884,237,2844,1.194,8,8,0,0.0,2,0,10,0,49.77,0,28.44,103.84,-82.50999999999999,0.0426,0
CC-13078,31,Standard,29,39482,6056,0.1285,0.1015,391,4692,0.8817,8,10,0,0.0,5,0,9,1,82.11,0,46.92,117.76,-82.57000000000001,0.1437,0
CC-13079,40,Black,108,334551,100000,0.1803,-0.0508,9060,108720,1.5599,8,112,0,0.0,2,2,11,1,2718.0,495,3261.6,100.79,-149.38999999999987,0.2183,0
CC-13080,55,Gold,39,63616,18170,0.0953,0.2689,870,10440,1.0519,27,16,0,0.0,2,0,16,0,208.8,95,156.6,65.65,81.55000000000001,0.0919,0
CC-13081,67,Platinum,89,147055,47523,0.1103,0.0526,2634,31608,0.8197,27,33,0,0.0,2,0,12,0,711.18,295,695.38,83.11,227.68999999999994,0.1323,0
CC-13082,66,Standard,73,57435,9723,0.0536,0.0171,262,3144,1.1018,8,11,0,0.0,3,0,18,0,55.02,0,31.44,81.28,-57.699999999999996,0.043,0
CC-13083,31,Gold,78,104261,26752,0.0411,-0.1341,553,6636,1.2417,119,20,0,0.0,1,0,10,1,132.72,95,99.54,66.29,61.889999999999986,0.812,1
CC-13084,28,Gold,27,87190,20058,0.118,-0.0346,1189,14268,0.9784,8,16,1,476.41,1,1,11,0,285.36,95,214.02,51.36,591.39,0.1857,0
CC-13085,24,Gold,69,79303,18201,0.0776,-0.0028,710,8520,1.0679,27,11,1,284.29,2,1,13,0,170.4,95,127.8,121.44,300.45000000000005,0.2629,1
CC-13086,47,Standard,92,33808,4789,0.0715,-0.1382,172,2064,0.9765,8,8,0,0.0,0,1,21,1,36.12,0,20.64,87.98,-72.5,0.2012,0
CC-13087,64,Standard,6,42460,6681,0.0894,-0.0638,300,3600,0.752,8,9,0,0.0,2,0,13,0,63.0,0,36.0,77.34,-50.34,0.0841,0
CC-13088,60,Gold,108,57158,12750,0.0821,-0.0449,526,6312,0.7035,8,11,3,210.7,2,0,10,0,126.24,95,94.68,120.03,217.23,0.2431,0
CC-13089,58,Standard,102,41139,7208,0.087,-0.0116,315,3780,0.5292,8,2,0,0.0,2,2,8,1,66.15,0,37.8,118.75,-90.4,0.6078,0
CC-13090,67,Gold,81,46617,12003,0.0759,-0.2844,458,5496,1.4054,27,9,0,0.0,2,0,11,1,109.92,95,82.44,78.11,44.370000000000005,0.115,0
CC-13091,50,Black,98,187693,98651,0.0944,-0.0403,4681,56172,0.883,8,59,0,0.0,0,1,10,1,1404.3,495,1685.16,75.37,138.76999999999975,0.2661,0
CC-13092,64,Standard,95,54594,6703,0.1461,-0.0766,492,5904,0.05,8,8,0,0.0,1,0,13,1,103.32,0,59.04,61.22,-16.939999999999998,0.3568,0
CC-13093,68,Platinum,76,165948,54425,0.0633,-0.0231,1731,20772,1.069,8,19,0,0.0,1,0,11,0,467.37,295,456.98,90.91,214.48000000000002,0.0515,0
CC-13094,68,Standard,87,41750,5067,0.0903,0.1353,230,2760,1.0627,8,4,0,0.0,1,1,9,0,48.3,0,27.6,53.82,-33.120000000000005,0.1168,0
CC-13095,47,Gold,18,86376,19626,0.082,0.2879,809,9708,0.39,8,9,0,0.0,2,0,9,1,194.16,95,145.62,116.56,26.97999999999996,0.3455,1
CC-13096,41,Black,113,293922,100000,0.1781,0.0818,8952,107424,0.7003,119,89,1,3584.86,0,1,13,0,2685.6,495,3222.72,84.5,3458.2400000000002,0.9394,1
CC-13097,40,Standard,21,50178,6131,0.0938,-0.2052,289,3468,0.6871,8,7,0,0.0,1,1,17,1,60.69,0,34.68,60.31,-34.30000000000001,0.315,0
CC-13098,24,Standard,31,48974,7158,0.0798,-0.0718,287,3444,0.7273,8,5,0,0.0,3,1,10,0,60.27,0,34.44,106.4,-80.57,0.1885,0
CC-13099,31,Standard,118,29961,3806,0.1203,0.0694,230,2760,1.3138,119,6,0,0.0,0,1,12,0,48.3,0,27.6,50.26,-29.560000000000002,0.7981,1
CC-13100,33,Standard,53,25000,3625,0.084,0.0525,153,1836,0.9053,8,1,1,61.29,1,1,18,0,32.13,0,18.36,57.4,17.66000000000001,0.1791,0
CC-13101,29,Gold,20,63391,17995,0.1016,0.1281,919,11028,0.8218,8,13,2,368.01,2,0,5,1,220.56,95,165.42,65.8,452.34999999999997,0.3097,1
CC-13102,24,Platinum,60,134598,49428,0.1133,-0.0346,2815,33780,1.2867,8,48,0,0.0,1,1,9,0,760.05,295,743.16,68.16,243.73000000000002,0.0864,1
CC-13103,32,Standard,46,55802,9162,0.0819,-0.0745,377,4524,1.0986,8,10,1,151.04,2,0,5,0,79.17,0,45.24,121.32,63.64999999999998,0.082,1
CC-13104,29,Standard,18,47636,6714,0.1076,0.2429,363,4356,0.4277,8,4,3,145.41,4,2,14,1,76.23,0,43.56,148.29,29.789999999999992,0.852,1
CC-13105,33,Standard,67,51011,9011,0.0417,-0.0112,189,2268,0.765,8,3,0,0.0,1,0,14,0,39.69,0,22.68,76.06,-59.05000000000001,0.0773,0
CC-13106,68,Gold,114,65941,17865,0.0878,-0.1725,788,9456,1.0466,8,11,4,315.72,3,0,8,1,189.12,95,141.84,97.31,360.69000000000005,0.3776,1
CC-13107,46,Standard,4,44204,6423,0.11,0.2013,355,4260,0.6698,27,6,2,142.21,3,1,20,0,74.55,0,42.6,98.46,75.69999999999999,0.48,1
CC-13108,58,Gold,58,86391,20962,0.0704,-0.2444,742,8904,1.5589,8,17,0,0.0,0,0,10,1,178.08,95,133.56,77.38,62.14000000000004,0.0515,0
CC-13109,62,Gold,81,68941,20121,0.0491,-0.5443,496,5952,0.9839,27,12,1,198.86,3,0,8,0,119.04,95,89.28,95.96,227.66000000000003,0.1602,0
CC-13110,33,Gold,105,62271,16043,0.1093,0.0954,881,10572,0.724,8,21,0,0.0,0,0,13,1,211.44,95,158.58,84.56,63.29999999999998,0.1576,0
CC-13111,59,Standard,30,42449,6892,0.0756,0.1166,262,3144,0.6131,8,5,2,104.88,2,0,10,0,55.02,0,31.44,86.54,41.92,0.2098,0
CC-13112,48,Gold,67,99051,23940,0.0949,0.0421,1142,13704,1.2283,8,14,0,0.0,1,0,15,0,274.08,95,205.56,54.05,109.46999999999997,0.0376,0
CC-13113,39,Standard,7,34819,4645,0.0527,-0.2154,123,1476,0.7556,8,4,0,0.0,2,1,11,0,25.83,0,14.76,72.3,-61.230000000000004,0.1817,0
CC-13114,44,Standard,108,42657,6970,0.0739,-0.0288,259,3108,1.064,8,5,1,103.68,1,1,8,0,54.39,0,31.08,96.25,30.739999999999995,0.1649,0
CC-13115,39,Platinum,24,187424,68427,0.1077,-0.0617,3703,44436,0.6045,8,60,1,1483.38,1,1,12,0,999.81,295,977.59,96.25,1704.35,0.3665,1
CC-13116,69,Gold,119,73963,18500,0.0706,-0.1006,656,7872,0.9711,27,11,0,0.0,5,0,12,1,157.44,95,118.08,133.83,0.5299999999999727,0.1981,0
CC-13117,33,Standard,102,45081,7097,0.0928,0.1918,331,3972,0.7592,8,8,0,0.0,1,1,17,0,69.51,0,39.72,109.72,-79.92999999999999,0.1532,0
CC-13118,33,Standard,112,43810,5804,0.071,-0.177,207,2484,0.8554,8,6,0,0.0,1,0,8,1,43.47,0,24.84,63.16,-44.53,0.1428,1
CC-13119,48,Standard,15,42887,7189,0.0725,0.0274,262,3144,0.7111,8,5,1,104.91,2,1,16,1,55.02,0,31.44,76.78,51.71000000000001,0.4037,0
CC-13120,22,Standard,67,63770,11280,0.1069,0.1591,606,7272,1.2577,27,9,0,0.0,3,0,7,1,127.26,0,72.72,111.63,-57.08999999999999,0.1528,0
CC-13121,30,Standard,18,48439,8402,0.0815,0.0372,344,4128,0.8027,8,7,2,137.83,0,0,16,0,72.24,0,41.28,68.32,100.47,0.1494,0
CC-13122,42,Standard,107,27335,3807,0.1333,0.1662,255,3060,0.907,8,3,1,102.15,1,0,8,1,53.55,0,30.6,75.16,49.94,0.1869,0
CC-13123,33,Gold,88,117478,28265,0.116,0.0646,1647,19764,0.9215,27,15,0,0.0,3,0,18,0,395.28,95,296.46,114.57,79.25,0.1031,0
CC-13124,29,Gold,66,90839,25511,0.1023,0.0444,1311,15732,1.4337,27,21,0,0.0,1,0,20,0,314.64,95,235.98,103.6,70.06,0.0472,0
CC-13125,53,Gold,34,77061,19998,0.107,0.035,1075,12900,1.2171,8,11,0,0.0,1,0,12,1,258.0,95,193.5,77.91,81.59000000000003,0.0843,0
CC-13126,34,Gold,82,113675,28963,0.0393,0.072,572,6864,1.1872,8,12,0,0.0,2,0,12,0,137.28,95,102.96,124.77,4.550000000000011,0.042,0
CC-13127,68,Standard,53,36239,6363,0.1082,-0.0778,346,4152,0.4766,8,6,0,0.0,1,0,15,0,72.66,0,41.52,106.9,-75.76000000000002,0.1164,0
CC-13128,40,Black,81,400099,100000,0.1057,-0.2153,5313,63756,0.7531,119,65,0,0.0,2,0,23,0,1593.9,495,1912.68,107.34,68.88000000000011,0.7743,0
CC-13129,35,Platinum,60,143265,50442,0.0458,0.1231,1160,13920,1.3066,8,20,1,465.01,2,1,18,1,313.2,295,306.24,107.27,659.7,0.1946,0
CC-13130,52,Platinum,48,175194,50084,0.058,0.1543,1459,17508,0.5987,8,29,0,0.0,1,1,12,1,393.93,295,385.18,93.53,210.22000000000003,0.4482,1
CC-13131,53,Platinum,54,247362,71665,0.0874,0.0178,3149,37788,0.9752,8,39,0,0.0,0,0,13,1,850.23,295,831.34,86.69,227.20000000000005,0.1155,0
CC-13132,37,Black,108,292606,100000,0.136,-0.1023,6832,81984,0.6304,8,99,1,2737.46,0,2,9,0,2049.6,495,2459.52,84.81,2737.7299999999996,0.5625,1
CC-13133,44,Gold,119,82942,24163,0.0616,-0.2537,748,8976,0.6605,8,20,0,0.0,3,0,15,1,179.52,95,134.64,123.17,16.70999999999998,0.2182,1
CC-13134,50,Standard,65,32995,4767,0.048,-0.0071,115,1380,1.4542,8,14,0,0.0,1,0,17,0,24.15,0,13.8,98.96,-88.60999999999999,0.0256,1
CC-13135,33,Gold,78,82437,20350,0.0786,-0.2223,804,9648,1.1658,8,15,0,0.0,4,0,11,1,192.96,95,144.72,120.81,22.430000000000064,0.0895,0
CC-13136,67,Gold,62,62981,17920,0.0659,-0.2433,593,7116,1.2449,119,12,0,0.0,3,0,16,0,142.32,95,106.74,109.87,20.70999999999998,0.646,0
CC-13137,68,Gold,67,81026,21141,0.0958,-0.0231,1018,12216,1.1851,27,22,0,0.0,3,0,12,0,244.32,95,183.24,133.69,22.389999999999986,0.0797,1
CC-13138,36,Gold,119,146512,38232,0.0594,-0.1346,1142,13704,0.9082,119,18,0,0.0,1,0,13,0,274.08,95,205.56,55.5,108.01999999999998,0.76,0
CC-13139,22,Standard,83,46345,6385,0.0689,0.0318,221,2652,0.7425,27,6,0,0.0,4,0,9,1,46.41,0,26.52,141.55,-121.66000000000003,0.2805,0
CC-13140,37,Standard,107,38771,6592,0.0589,-0.0439,195,2340,0.8294,8,6,1,78.15,2,1,12,0,40.95,0,23.4,105.29,-9.58999999999999,0.2098,1
CC-13141,52,Platinum,57,132659,40224,0.0791,-0.111,1599,19188,0.8925,8,24,2,640.43,0,1,13,0,431.73,295,422.14,43.91,901.1099999999999,0.2679,0
CC-13142,63,Gold,117,76247,15654,0.1065,-0.2757,838,10056,1.4829,8,16,0,0.0,2,0,10,0,201.12,95,150.84,90.03,55.25,0.0269,0
CC-13143,28,Gold,59,107278,23511,0.0882,-0.1479,1042,12504,0.5491,8,15,2,417.4,0,0,12,1,250.08,95,187.56,78.69,496.23,0.4532,1
CC-13144,23,Standard,116,43984,5984,0.0815,-0.1424,245,2940,0.7839,8,6,2,98.17,2,1,13,0,51.45,0,29.4,108.46,11.76000000000002,0.293,1
CC-13145,32,Standard,94,63099,8640,0.0845,-0.2038,367,4404,0.6761,8,14,0,0.0,2,2,11,0,77.07,0,44.04,106.46,-73.43,0.3543,0
CC-13146,40,Platinum,73,128936,48205,0.0695,-0.0694,1684,20208,1.267,119,20,0,0.0,1,0,14,0,454.68,295,444.58,59.36,245.74000000000007,0.645,1
CC-13147,36,Gold,75,79653,17665,0.132,-0.1921,1172,14064,1.5061,8,13,0,0.0,0,0,10,0,281.28,95,210.96,81.65,83.66999999999996,0.0268,0
CC-13148,34,Platinum,88,108612,40700,0.0584,-0.0446,1194,14328,1.0426,8,20,0,0.0,2,0,6,0,322.38,295,315.22,72.92,229.23999999999995,0.0583,0
CC-13149,36,Gold,28,76853,16070,0.1253,0.0161,1012,12144,1.0673,8,18,0,0.0,0,2,7,1,242.88,95,182.16,93.85,61.870000000000005,0.4156,1
CC-13150,69,Gold,119,48161,10341,0.1118,-0.1439,581,6972,0.9774,27,20,0,0.0,0,3,14,1,139.44,95,104.58,44.3,85.56,0.7506,1
CC-13151,63,Standard,14,25000,3763,0.0529,0.0438,100,1200,1.0812,119,8,0,0.0,1,0,17,1,21.0,0,12.0,85.59,-76.59,0.8366,1
CC-13152,69,Gold,73,98274,28714,0.1017,-0.2242,1467,17604,1.1819,8,25,0,0.0,1,0,6,0,352.08,95,264.06,96.52,86.5,0.0478,0
CC-13153,71,Standard,48,25363,4351,0.097,-0.1868,212,2544,1.0777,8,7,1,84.95,1,0,7,1,44.52,0,25.44,50.44,53.59,0.1578,0
CC-13154,53,Standard,49,49567,8829,0.0879,-0.037,390,4680,1.0997,8,5,1,156.21,1,1,14,0,81.9,0,46.8,93.2,98.11000000000001,0.148,0
CC-13155,50,Gold,81,74364,19710,0.0679,0.0831,673,8076,1.1826,119,8,0,0.0,0,0,10,0,161.52,95,121.14,48.44,86.94,0.6911,0
CC-13156,32,Black,40,345767,100000,0.1513,0.1101,7601,91212,0.4165,8,103,0,0.0,2,0,11,0,2280.3,495,2736.36,75.85,-36.909999999999854,0.184,0
CC-13157,35,Standard,23,25611,4033,0.0632,0.2219,128,1536,0.9506,27,4,2,51.3,1,0,11,0,26.88,0,15.36,54.45,8.36999999999999,0.2288,0
CC-13158,38,Platinum,16,160938,59095,0.0435,-0.0765,1292,15504,1.0416,8,22,2,517.43,1,2,12,0,348.84,295,341.09,61.47,758.71,0.4158,0
CC-13159,48,Standard,4,48730,6277,0.1376,-0.0391,434,5208,1.0748,8,8,1,173.85,2,1,10,0,91.14,0,52.08,101.6,111.31,0.169,0
CC-13160,43,Standard,74,49078,7490,0.1212,-0.1749,456,5472,0.8987,8,10,0,0.0,2,2,9,0,95.76,0,54.72,124.95,-83.91000000000001,0.2891,1
CC-13161,34,Standard,111,57643,8252,0.0613,-0.2081,254,3048,0.9982,27,7,0,0.0,3,1,9,0,53.34,0,30.48,114.06,-91.19999999999999,0.2185,0
CC-13162,50,Standard,72,45790,6710,0.1163,0.0143,392,4704,0.734,119,12,1,157.08,0,0,18,1,82.32,0,47.04,71.28,121.08000000000001,0.9256,1
CC-13163,53,Gold,103,32983,8323,0.0978,-0.1364,409,4908,0.4175,27,9,2,163.84,1,0,13,0,98.16,95,73.62,73.36,210.01999999999998,0.4703,1
CC-13164,65,Standard,103,50052,6391,0.0704,0.1649,226,2712,1.2449,8,6,1,90.56,2,0,13,0,47.46,0,27.12,67.25,43.650000000000006,0.0543,0
CC-13165,35,Gold,35,91793,21658,0.0777,-0.2394,846,10152,0.6097,8,12,1,338.73,2,0,6,0,203.04,95,152.28,108.91,375.58,0.2151,0
CC-13166,27,Platinum,107,131438,37970,0.0953,0.053,1819,21828,0.9019,27,28,0,0.0,1,1,17,0,491.13,295,480.22,54.7,251.20999999999992,0.218,0
CC-13167,35,Standard,8,35530,6352,0.0934,-0.1709,298,3576,0.7253,8,4,0,0.0,1,1,12,1,62.58,0,35.76,93.14,-66.32000000000001,0.3258,0
CC-13168,62,Platinum,118,127367,37776,0.1346,-0.1431,2555,30660,1.4261,119,37,0,0.0,3,0,9,0,689.85,295,674.52,130.06,180.2700000000001,0.5999,1
CC-13169,66,Standard,92,61403,8320,0.0581,0.0609,243,2916,0.9261,8,5,0,0.0,3,1,14,1,51.03,0,29.16,93.42,-71.55,0.239,0
CC-13170,58,Gold,105,65451,18923,0.0731,-0.1214,695,8340,0.8569,119,11,0,0.0,0,1,12,0,166.8,95,125.1,81.55,55.150000000000034,0.8925,1
CC-13171,66,Standard,107,25420,3786,0.112,-0.0974,213,2556,1.1744,27,7,1,85.35,0,0,5,1,44.73,0,25.56,89.73,14.789999999999978,0.2363,0
CC-13172,64,Standard,39,28482,3649,0.1331,-0.1418,244,2928,1.5969,8,7,0,0.0,3,0,16,0,51.24,0,29.28,113.45,-91.49000000000001,0.0213,0
CC-13173,31,Standard,16,44602,6380,0.0599,0.2478,192,2304,1.0717,8,2,0,0.0,2,1,14,1,40.32,0,23.04,90.64,-73.36000000000001,0.2095,1
CC-13174,49,Standard,39,63797,8099,0.1071,-0.1126,436,5232,0.8368,8,13,2,174.59,0,0,11,0,91.56,0,52.32,68.09,145.73999999999998,0.153,0
CC-13175,51,Standard,10,69804,9215,0.1363,-0.0123,631,7572,1.159,8,6,0,0.0,2,1,12,0,132.51,0,75.72,113.33,-56.54000000000002,0.1022,0
CC-13176,45,Gold,105,98817,20277,0.0793,-0.0503,808,9696,0.4782,8,12,3,323.66,1,0,10,0,193.92,95,145.44,86.99,380.1499999999999,0.3959,1
CC-13177,44,Platinum,79,105656,36065,0.0809,0.0132,1466,17592,0.9639,8,16,0,0.0,1,0,22,1,395.82,295,387.02,83.85,219.94999999999993,0.0981,0
CC-13178,39,Platinum,15,109371,42975,0.099,-0.1122,2139,25668,1.5482,8,27,0,0.0,3,0,12,0,577.53,295,564.7,104.33,203.4999999999999,0.0253,0
CC-13179,22,Gold,42,103611,26793,0.0453,-0.0501,610,7320,0.9973,8,14,0,0.0,3,0,11,1,146.4,95,109.8,81.55,50.05000000000001,0.117,0
CC-13180,42,Standard,109,59980,9379,0.1152,0.0391,543,6516,0.9823,119,6,0,0.0,3,1,8,0,114.03,0,65.16,88.83,-39.96000000000001,0.88,0
CC-13181,40,Standard,94,37777,4987,0.0814,-0.1495,204,2448,0.9562,8,3,0,0.0,2,0,11,0,42.84,0,24.48,95.73,-77.37,0.0602,0
CC-13182,53,Standard,60,61025,8582,0.0473,0.1434,204,2448,0.8314,27,5,0,0.0,0,0,20,1,42.84,0,24.48,73.75,-55.39,0.2167,0
CC-13183,28,Standard,20,42417,7241,0.0569,0.1578,207,2484,1.0443,8,4,0,0.0,0,1,13,1,43.47,0,24.84,45.76,-27.129999999999995,0.2197,0
CC-13184,45,Gold,59,100178,20915,0.0561,0.071,590,7080,1.1826,27,18,0,0.0,1,1,6,0,141.6,95,106.2,90.75,39.650000000000006,0.1875,1
CC-13185,66,Gold,85,109341,31248,0.0412,-0.0095,647,7764,0.8505,8,9,1,259.14,3,0,14,0,155.28,95,116.46,111.41,281.54999999999995,0.0969,0
CC-13186,29,Standard,40,28330,4221,0.1061,-0.4686,225,2700,0.2028,8,4,0,0.0,0,0,18,0,47.25,0,27.0,75.21,-54.959999999999994,0.1628,0
CC-13187,54,Standard,34,50078,8524,0.0556,0.0436,238,2856,1.0897,8,2,0,0.0,0,0,20,1,49.98,0,28.56,66.63,-45.21,0.0877,0
CC-13188,43,Platinum,88,190002,61659,0.132,-0.0787,4089,49068,1.5899,119,61,1,1638.24,2,0,15,1,1104.03,295,1079.5,90.67,1867.1,0.7681,1
CC-13189,25,Platinum,68,120376,39415,0.0926,-0.0569,1835,22020,0.8371,8,23,0,0.0,0,1,7,0,495.45,295,484.44,53.86,252.1500000000001,0.1671,0
CC-13190,45,Standard,79,33113,5466,0.0768,-0.3046,211,2532,0.5087,8,7,0,0.0,3,0,9,0,44.31,0,25.32,89.97,-70.97999999999999,0.1213,1
