customer_id,card_tier,LIMIT_BAL,avg_monthly_spend,predicted_churn_prob,rfm_segment,baseline_ltv,recommended_offer,offer_cost,expected_net_roi,roi_density
CC-11807,Platinum,180000.0,137270.67,0.065788545,Champions / Whales,214888.43,No Offer (Low Risk),0.0,0.0,0.0
CC-11808,Platinum,200000.0,7622.0,0.09181108,Need Attention,4853.63,No Offer (Low Risk),0.0,0.0,0.0
CC-11809,Standard,50000.0,15762.83,0.24371994,Loyal High Spenders,25418.6,Fee Waiver,50.0,21680.81,433.6161
CC-11810,Black,360000.0,3356.67,0.095847696,Dormant / Lost,17563.65,No Offer (Low Risk),0.0,0.0,0.0
CC-11811,Standard,30000.0,21749.33,0.1490106,Loyal High Spenders,19141.43,No Offer (Low Risk),0.0,0.0,0.0
CC-11812,Standard,50000.0,25336.83,0.10641031,Need Attention,47095.03,No Offer (Low Risk),0.0,0.0,0.0
CC-11813,Gold,80000.0,1816.17,0.07754058,Need Attention,867.24,No Offer (Low Risk),0.0,0.0,0.0
CC-11814,Gold,120000.0,47848.0,0.56595004,At-Risk High Value,16595.78,Fee Waiver,95.0,20386.07,214.5902
CC-11815,Standard,30000.0,10074.0,0.15000838,Need Attention,7002.65,No Offer (Low Risk),0.0,0.0,0.0
CC-11816,Platinum,260000.0,211.17,0.19714865,Dormant / Lost,888.48,No Offer (Low Risk),0.0,0.0,0.0
CC-11817,Standard,50000.0,49414.83,0.18673657,At-Risk High Value,37230.83,No Offer (Low Risk),0.0,0.0,0.0
CC-11818,Standard,30000.0,24453.33,0.70183694,Dormant / Lost,6718.17,Fee Waiver,50.0,8542.55,170.851
CC-11819,Standard,50000.0,8566.67,0.15612186,Need Attention,36931.64,No Offer (Low Risk),0.0,0.0,0.0
CC-11820,Black,340000.0,164410.67,0.03708721,At-Risk High Value,387611.65,No Offer (Low Risk),0.0,0.0,0.0
CC-11821,Platinum,170000.0,4456.67,0.18388543,Need Attention,3854.65,No Offer (Low Risk),0.0,0.0,0.0
CC-11822,Standard,20000.0,18923.67,0.29036167,Dormant / Lost,10636.88,Fee Waiver,50.0,9906.78,198.1356
CC-11823,Platinum,230000.0,2666.33,0.13074158,Need Attention,2101.79,No Offer (Low Risk),0.0,0.0,0.0
CC-11824,Black,460000.0,343238.5,0.15063582,Loyal High Spenders,496901.28,No Offer (Low Risk),0.0,0.0,0.0
CC-11825,Standard,20000.0,15733.17,0.3650676,Dormant / Lost,7631.66,No Offer (Budget Exceeded),50.0,7900.65,158.013
CC-11826,Platinum,210000.0,0.0,0.3208548,Dormant / Lost,534.63,No Offer (Budget Exceeded),120.0,303.8,2.5317
CC-11827,Standard,30000.0,29860.67,0.59213966,Dormant / Lost,8909.94,Fee Waiver,50.0,11111.48,222.2296
CC-11828,Standard,50000.0,48320.17,0.6367046,At-Risk High Value,13374.44,Fee Waiver,50.0,17094.73,341.8945
CC-11829,Gold,130000.0,2480.67,0.2248936,Dormant / Lost,411.95,No Offer (Budget Exceeded),95.0,241.96,2.5469
CC-11830,Standard,30000.0,16305.0,0.8174702,Dormant / Lost,3356.65,No Offer (Budget Exceeded),50.0,3181.21,63.6242
CC-11831,Standard,60000.0,12447.83,0.48361367,Loyal High Spenders,3708.33,No Offer (Budget Exceeded),50.0,4279.23,85.5846
CC-11832,Platinum,160000.0,1450.0,0.24484153,Dormant / Lost,1030.91,No Offer (Budget Exceeded),120.0,601.76,5.0147
CC-11833,Platinum,180000.0,57908.5,0.04823138,Loyal High Spenders,103347.42,No Offer (Low Risk),0.0,0.0,0.0
CC-11834,Black,460000.0,130386.0,0.028391315,At-Risk High Value,251150.94,No Offer (Low Risk),0.0,0.0,0.0
CC-11835,Standard,30000.0,31731.17,0.64071065,At-Risk High Value,9641.58,Fee Waiver,50.0,12333.55,246.671
CC-11836,Platinum,280000.0,23941.67,0.10873895,Dormant / Lost,135360.22,No Offer (Low Risk),0.0,0.0,0.0
CC-11837,Gold,100000.0,26561.67,0.13607891,Dormant / Lost,6856.61,No Offer (Low Risk),0.0,0.0,0.0
CC-11838,Standard,30000.0,30725.67,0.5778352,Dormant / Lost,9868.31,Fee Waiver,50.0,12213.23,244.2646
CC-11839,Platinum,150000.0,42844.33,0.04355274,Loyal High Spenders,77733.03,No Offer (Low Risk),0.0,0.0,0.0
CC-11840,Platinum,200000.0,8353.17,0.089700155,Need Attention,16090.6,No Offer (Low Risk),0.0,0.0,0.0
CC-11841,Platinum,150000.0,50236.67,0.08001489,Loyal High Spenders,150232.02,No Offer (Low Risk),0.0,0.0,0.0
CC-11842,Black,370000.0,221898.5,0.113967255,Champions / Whales,263078.57,No Offer (Low Risk),0.0,0.0,0.0
CC-11843,Platinum,200000.0,2497.33,0.14069614,Need Attention,3896.03,No Offer (Low Risk),0.0,0.0,0.0
CC-11844,Platinum,200000.0,14185.33,0.069846615,Dormant / Lost,20362.37,No Offer (Low Risk),0.0,0.0,0.0
CC-11845,Standard,30000.0,1500.0,0.69436955,Dormant / Lost,250.51,No Offer (Budget Exceeded),50.0,277.35,5.547
CC-11846,Platinum,210000.0,1054.0,0.13467377,Need Attention,1448.22,No Offer (Low Risk),0.0,0.0,0.0
CC-11847,Gold,120000.0,100996.0,0.14216691,Loyal High Spenders,95235.64,No Offer (Low Risk),0.0,0.0,0.0
CC-11848,Black,470000.0,232112.33,0.10931243,At-Risk High Value,323262.5,No Offer (Low Risk),0.0,0.0,0.0
CC-11849,Standard,60000.0,1306.67,0.094397165,Need Attention,-55.56,No Offer (Low Risk),0.0,0.0,0.0
CC-11850,Platinum,260000.0,1136.33,0.2560166,Need Attention,863.08,No Offer (Budget Exceeded),120.0,497.55,4.1462
CC-11851,Gold,80000.0,465.0,0.27680182,Need Attention,193.47,No Offer (Budget Exceeded),95.0,81.8,0.8611
CC-11852,Gold,100000.0,48588.0,0.07565537,Loyal High Spenders,64093.0,No Offer (Low Risk),0.0,0.0,0.0
CC-11853,Platinum,200000.0,537.0,0.26768044,Dormant / Lost,743.39,No Offer (Budget Exceeded),120.0,423.32,3.5277
CC-11854,Black,360000.0,110260.0,0.15019791,At-Risk High Value,253824.18,No Offer (Low Risk),0.0,0.0,0.0
CC-11855,Standard,70000.0,34640.67,0.7698145,At-Risk High Value,7532.25,No Offer (Budget Exceeded),50.0,8023.83,160.4766
CC-11856,Black,420000.0,448387.67,0.47993088,At-Risk High Value,255056.33,Fee Waiver,495.0,296420.29,598.8289
CC-11857,Platinum,150000.0,1499.17,0.42297792,Dormant / Lost,2196.71,No Offer (Budget Exceeded),295.0,2139.88,7.2538
CC-11858,Platinum,240000.0,5788.67,0.082484014,Need Attention,12506.85,No Offer (Low Risk),0.0,0.0,0.0
CC-11859,Black,360000.0,6579.33,0.12270155,Dormant / Lost,5453.58,No Offer (Low Risk),0.0,0.0,0.0
CC-11860,Black,390000.0,94493.5,0.035290856,Loyal High Spenders,218795.13,No Offer (Low Risk),0.0,0.0,0.0
CC-11861,Platinum,180000.0,7289.83,0.104286835,Need Attention,14624.73,No Offer (Low Risk),0.0,0.0,0.0
CC-11862,Standard,50000.0,1494.33,0.16080256,Need Attention,1401.94,No Offer (Low Risk),0.0,0.0,0.0
CC-11863,Platinum,180000.0,98306.83,0.05985497,Loyal High Spenders,156925.06,No Offer (Low Risk),0.0,0.0,0.0
CC-11864,Platinum,200000.0,69430.83,0.271027,At-Risk High Value,51334.73,No Offer (Budget Exceeded),295.0,46115.44,156.3235
CC-11865,Standard,50000.0,745.5,0.2484014,Dormant / Lost,-136.71,No Offer (Low Risk),0.0,0.0,0.0
CC-11866,Platinum,280000.0,1681.83,0.17162572,Dormant / Lost,1459.21,No Offer (Low Risk),0.0,0.0,0.0
CC-11867,Gold,90000.0,24112.0,0.036107842,Need Attention,10959.84,No Offer (Low Risk),0.0,0.0,0.0
CC-11868,Black,420000.0,392118.33,0.5221419,At-Risk High Value,202708.48,Fee Waiver,495.0,242821.59,490.5487
CC-11869,Standard,70000.0,4796.33,0.32099324,Dormant / Lost,3160.22,No Offer (Budget Exceeded),50.0,3055.12,61.1024
CC-11870,Platinum,170000.0,1223.83,0.18436578,Need Attention,2411.05,No Offer (Low Risk),0.0,0.0,0.0
CC-11871,Platinum,210000.0,359.67,0.25132513,Dormant / Lost,732.57,No Offer (Budget Exceeded),120.0,399.49,3.3291
CC-11872,Gold,80000.0,44997.67,0.11895549,Loyal High Spenders,74679.2,No Offer (Low Risk),0.0,0.0,0.0
CC-11873,Standard,70000.0,55261.83,0.09199071,Loyal High Spenders,66803.39,No Offer (Low Risk),0.0,0.0,0.0
CC-11874,Gold,100000.0,88350.0,0.64467716,At-Risk High Value,27027.01,Fee Waiver,95.0,34684.23,365.0971
CC-11875,Standard,60000.0,35257.83,0.7265499,At-Risk High Value,7862.72,Fee Waiver,50.0,9346.43,186.9286
CC-11876,Black,350000.0,39172.5,0.0500798,Loyal High Spenders,77649.36,No Offer (Low Risk),0.0,0.0,0.0
CC-11877,Platinum,180000.0,247.0,0.18717374,Dormant / Lost,860.91,No Offer (Low Risk),0.0,0.0,0.0
CC-11878,Platinum,200000.0,64760.83,0.038453136,Loyal High Spenders,132037.96,No Offer (Low Risk),0.0,0.0,0.0
CC-11879,Gold,120000.0,54859.67,0.059570804,At-Risk High Value,97078.54,No Offer (Low Risk),0.0,0.0,0.0
CC-11880,Standard,70000.0,8792.67,0.063045226,Need Attention,19379.04,No Offer (Low Risk),0.0,0.0,0.0
CC-11881,Platinum,200000.0,98120.0,0.106700934,Loyal High Spenders,62377.08,No Offer (Low Risk),0.0,0.0,0.0
CC-11882,Platinum,200000.0,14778.67,0.03780659,Loyal High Spenders,11429.64,No Offer (Low Risk),0.0,0.0,0.0
CC-11883,Standard,50000.0,23768.67,0.14486496,Need Attention,18813.88,No Offer (Low Risk),0.0,0.0,0.0
CC-11884,Platinum,290000.0,13491.83,0.071252696,Dormant / Lost,8521.09,No Offer (Low Risk),0.0,0.0,0.0
CC-11885,Gold,120000.0,81085.5,0.10843992,At-Risk High Value,88178.36,No Offer (Low Risk),0.0,0.0,0.0
CC-11886,Platinum,220000.0,3508.0,0.10297074,Need Attention,2762.57,No Offer (Low Risk),0.0,0.0,0.0
CC-11887,Standard,50000.0,14439.33,0.16550794,Dormant / Lost,30689.78,No Offer (Low Risk),0.0,0.0,0.0
CC-11888,Black,360000.0,1836.5,0.29360637,Dormant / Lost,1588.85,No Offer (Budget Exceeded),120.0,1091.6,9.0967
CC-11889,Gold,140000.0,35086.33,0.07591315,Loyal High Spenders,49941.35,No Offer (Low Risk),0.0,0.0,0.0
CC-11890,Standard,30000.0,0.0,0.21039094,Need Attention,-161.09,No Offer (Low Risk),0.0,0.0,0.0
CC-11891,Gold,130000.0,22.67,0.14159206,Need Attention,288.75,No Offer (Low Risk),0.0,0.0,0.0
CC-11892,Gold,140000.0,1732.0,0.34800515,Need Attention,1384.63,No Offer (Budget Exceeded),95.0,1317.1,13.8642
CC-11893,Platinum,260000.0,1615.5,0.38099647,Need Attention,2068.52,No Offer (Budget Exceeded),295.0,1900.27,6.4416
CC-11894,Standard,50000.0,24190.83,0.15682678,Loyal High Spenders,18144.6,No Offer (Low Risk),0.0,0.0,0.0
CC-11895,Standard,60000.0,56684.83,0.13048734,At-Risk High Value,51071.0,No Offer (Low Risk),0.0,0.0,0.0
CC-11896,Standard,20000.0,2489.17,0.23541123,Need Attention,3869.88,No Offer (Budget Exceeded),448.05,1776.04,3.9639
CC-11897,Platinum,250000.0,161754.67,0.07475199,At-Risk High Value,278894.79,No Offer (Low Risk),0.0,0.0,0.0
CC-11898,Standard,20000.0,13175.17,0.21946187,Need Attention,12536.14,Fee Waiver,50.0,10064.06,201.2812
CC-11899,Platinum,200000.0,12033.33,0.102350675,Dormant / Lost,8288.58,No Offer (Low Risk),0.0,0.0,0.0
CC-11900,Standard,50000.0,6554.83,0.10505359,Need Attention,6820.36,No Offer (Low Risk),0.0,0.0,0.0
CC-11901,Platinum,210000.0,0.0,0.34825364,Dormant / Lost,501.95,No Offer (Budget Exceeded),120.0,291.7,2.4308
CC-11902,Gold,110000.0,2506.67,0.18834203,Dormant / Lost,608.31,No Offer (Low Risk),0.0,0.0,0.0
CC-11903,Standard,20000.0,2368.5,0.4534465,Dormant / Lost,547.88,No Offer (Budget Exceeded),50.0,574.19,11.4838
CC-11904,Platinum,250000.0,38083.67,0.038366836,Loyal High Spenders,106319.05,No Offer (Low Risk),0.0,0.0,0.0
CC-11905,Standard,10000.0,1650.0,0.26386148,Dormant / Lost,4896.09,No Offer (Budget Exceeded),120.0,3434.17,28.6181
CC-11906,Gold,140000.0,8015.33,0.07864971,Need Attention,2943.86,No Offer (Low Risk),0.0,0.0,0.0
CC-11907,Gold,100000.0,92762.83,0.20660241,Loyal High Spenders,69545.34,Fee Waiver,95.0,54105.61,569.5327
CC-11908,Gold,130000.0,20143.17,0.82317764,Dormant / Lost,4948.9,No Offer (Budget Exceeded),95.0,4611.48,48.5419
CC-11909,Gold,80000.0,14752.5,0.12554283,Loyal High Spenders,66661.17,No Offer (Low Risk),0.0,0.0,0.0
CC-11910,Black,350000.0,4573.83,0.16896251,Need Attention,3929.4,No Offer (Low Risk),0.0,0.0,0.0
CC-11911,Gold,140000.0,258.83,0.15599327,Need Attention,1329.14,No Offer (Low Risk),0.0,0.0,0.0
CC-11912,Gold,120000.0,32.83,0.22266717,Dormant / Lost,83.58,No Offer (Low Risk),0.0,0.0,0.0
CC-11913,Black,480000.0,305430.83,0.12368363,Loyal High Spenders,389322.28,No Offer (Low Risk),0.0,0.0,0.0
CC-11914,Standard,20000.0,5091.33,0.45472604,Need Attention,1404.55,No Offer (Budget Exceeded),50.0,1551.92,31.0384
CC-11915,Standard,30000.0,24079.17,0.15657277,Loyal High Spenders,19908.35,No Offer (Low Risk),0.0,0.0,0.0
CC-11916,Black,500000.0,155271.33,0.027703254,At-Risk High Value,411066.74,No Offer (Low Risk),0.0,0.0,0.0
CC-11917,Black,360000.0,12605.83,0.05220857,Dormant / Lost,40577.08,No Offer (Low Risk),0.0,0.0,0.0
CC-11918,Gold,90000.0,433.17,0.27222082,Dormant / Lost,136.99,No Offer (Budget Exceeded),95.0,29.13,0.3066
CC-11919,Gold,90000.0,69483.83,0.19761771,Loyal High Spenders,71247.74,No Offer (Low Risk),0.0,0.0,0.0
CC-11920,Platinum,150000.0,119.5,0.21033213,Need Attention,1241.73,No Offer (Budget Exceeded),295.0,682.82,2.3146
CC-11921,Gold,130000.0,9288.67,0.24976847,Dormant / Lost,1607.69,No Offer (Budget Exceeded),95.0,1297.64,13.6594
CC-11922,Standard,10000.0,3871.33,0.35485432,Need Attention,4158.47,No Offer (Budget Exceeded),50.0,4228.23,84.5646
CC-11923,Standard,70000.0,32612.0,0.07770991,At-Risk High Value,38150.94,No Offer (Low Risk),0.0,0.0,0.0
CC-11924,Platinum,220000.0,200429.0,0.10642348,At-Risk High Value,269419.59,No Offer (Low Risk),0.0,0.0,0.0
CC-11925,Platinum,150000.0,10598.67,0.06749482,Loyal High Spenders,32320.88,No Offer (Low Risk),0.0,0.0,0.0
CC-11926,Gold,140000.0,56721.17,0.056177575,Loyal High Spenders,109533.46,No Offer (Low Risk),0.0,0.0,0.0
CC-11927,Platinum,160000.0,142744.17,0.6255029,At-Risk High Value,57758.31,Fee Waiver,295.0,73337.1,248.6003
CC-11928,Gold,80000.0,9337.5,0.22620495,Dormant / Lost,1855.43,No Offer (Budget Exceeded),95.0,1427.62,15.0276
CC-11929,Standard,50000.0,7429.0,0.18148193,Need Attention,29118.64,No Offer (Low Risk),0.0,0.0,0.0
CC-11930,Standard,20000.0,13460.5,0.40392852,Need Attention,4059.66,No Offer (Budget Exceeded),50.0,4365.86,87.3172
CC-11931,Standard,10000.0,5322.17,0.10163984,Need Attention,7409.5,No Offer (Low Risk),0.0,0.0,0.0
CC-11932,Black,320000.0,25676.83,0.057519473,Loyal High Spenders,31308.26,No Offer (Low Risk),0.0,0.0,0.0
CC-11933,Platinum,290000.0,550.0,0.1999593,Dormant / Lost,1312.44,No Offer (Low Risk),0.0,0.0,0.0
CC-11934,Standard,50000.0,36669.0,0.23801613,Loyal High Spenders,29348.51,Fee Waiver,50.0,24720.23,494.4045
CC-11935,Gold,140000.0,1451.83,0.10283134,Need Attention,4987.35,No Offer (Low Risk),0.0,0.0,0.0
CC-11936,Gold,140000.0,115356.17,0.106809966,Champions / Whales,149114.33,No Offer (Low Risk),0.0,0.0,0.0
CC-11937,Standard,50000.0,16191.17,0.16134992,Dormant / Lost,3819.55,No Offer (Low Risk),0.0,0.0,0.0
CC-11938,Black,360000.0,509.33,0.3175959,Need Attention,1164.09,No Offer (Budget Exceeded),120.0,798.77,6.6564
CC-11939,Gold,140000.0,117136.0,0.25988597,At-Risk High Value,89395.98,Fee Waiver,95.0,78985.9,831.4304
CC-11940,Platinum,280000.0,16923.33,0.037086945,Need Attention,12897.65,No Offer (Low Risk),0.0,0.0,0.0
CC-11941,Black,410000.0,69484.0,0.035517372,Loyal High Spenders,144156.72,No Offer (Low Risk),0.0,0.0,0.0
CC-11942,Standard,30000.0,7689.83,0.13823052,Need Attention,853.67,No Offer (Low Risk),0.0,0.0,0.0
CC-11943,Standard,50000.0,1435.33,0.51356274,Dormant / Lost,1194.92,No Offer (Budget Exceeded),50.0,1375.87,27.5174
CC-11944,Standard,60000.0,55973.33,0.12003348,At-Risk High Value,54171.03,No Offer (Low Risk),0.0,0.0,0.0
CC-11945,Platinum,170000.0,42123.83,0.045557052,At-Risk High Value,86760.62,No Offer (Low Risk),0.0,0.0,0.0
CC-11946,Platinum,230000.0,683.33,0.21089034,Need Attention,985.88,No Offer (Budget Exceeded),295.0,482.53,1.6357
CC-11947,Standard,30000.0,30063.33,0.37251166,Dormant / Lost,13059.66,Fee Waiver,50.0,13675.94,273.5187
CC-11948,Black,360000.0,4224.83,0.12089533,Need Attention,4309.64,No Offer (Low Risk),0.0,0.0,0.0
CC-11949,Black,360000.0,32394.67,0.051274132,Loyal High Spenders,145324.78,No Offer (Low Risk),0.0,0.0,0.0
CC-11950,Platinum,150000.0,170227.33,0.14530623,At-Risk High Value,283586.19,No Offer (Low Risk),0.0,0.0,0.0
CC-11951,Gold,110000.0,1482.83,0.13503024,Need Attention,2339.15,No Offer (Low Risk),0.0,0.0,0.0
CC-11952,Platinum,280000.0,21692.0,0.0391763,Loyal High Spenders,57251.7,No Offer (Low Risk),0.0,0.0,0.0
CC-11953,Platinum,200000.0,7925.0,0.118994385,Need Attention,6759.31,No Offer (Low Risk),0.0,0.0,0.0
CC-11954,Standard,50000.0,166.67,0.20656894,Dormant / Lost,-212.02,No Offer (Low Risk),0.0,0.0,0.0
CC-11955,Platinum,150000.0,64626.67,0.064831175,Loyal High Spenders,123507.58,No Offer (Low Risk),0.0,0.0,0.0
CC-11956,Black,360000.0,112400.0,0.106664814,Loyal High Spenders,356042.22,No Offer (Low Risk),0.0,0.0,0.0
CC-11957,Gold,130000.0,101110.17,0.08393631,At-Risk High Value,150140.07,No Offer (Low Risk),0.0,0.0,0.0
CC-11958,Platinum,230000.0,8167.17,0.14585677,Need Attention,4356.72,No Offer (Low Risk),0.0,0.0,0.0
CC-11959,Black,480000.0,53215.17,0.1374458,Loyal High Spenders,28767.91,No Offer (Low Risk),0.0,0.0,0.0
CC-11960,Standard,30000.0,28660.33,0.6398716,Dormant / Lost,8086.52,Fee Waiver,50.0,10332.06,206.6412
CC-11961,Platinum,150000.0,66333.0,0.048347566,Loyal High Spenders,150296.84,No Offer (Low Risk),0.0,0.0,0.0
CC-11962,Black,500000.0,32357.33,0.038730178,At-Risk High Value,31196.38,No Offer (Low Risk),0.0,0.0,0.0
CC-11963,Platinum,220000.0,0.0,0.36235306,Dormant / Lost,486.64,No Offer (Budget Exceeded),120.0,285.55,2.3796
CC-11964,Black,360000.0,551.0,0.26348945,Need Attention,1406.15,No Offer (Budget Exceeded),495.0,757.87,1.5311
CC-11965,Platinum,160000.0,143127.17,0.23379047,Champions / Whales,128670.09,Fee Waiver,295.0,107242.56,363.5341
CC-11966,Platinum,270000.0,3714.67,0.10496429,Need Attention,13591.44,No Offer (Low Risk),0.0,0.0,0.0
CC-11967,Black,610000.0,270139.17,0.066445045,Champions / Whales,489076.02,No Offer (Low Risk),0.0,0.0,0.0
CC-11968,Standard,20000.0,7090.67,0.10482528,Need Attention,794.43,No Offer (Low Risk),0.0,0.0,0.0
CC-11969,Standard,70000.0,9007.17,0.4664051,Dormant / Lost,3168.4,No Offer (Budget Exceeded),50.0,3598.9,71.978
CC-11970,Platinum,260000.0,66831.17,0.032924127,Loyal High Spenders,116347.35,No Offer (Low Risk),0.0,0.0,0.0
CC-11971,Standard,30000.0,7559.33,0.27829275,Need Attention,837.02,No Offer (Low Risk),0.0,0.0,0.0
CC-11972,Standard,20000.0,19159.33,0.3414879,Dormant / Lost,9533.62,Fee Waiver,50.0,9589.87,191.7974
CC-11973,Platinum,160000.0,3678.0,0.14196019,Need Attention,2380.64,No Offer (Low Risk),0.0,0.0,0.0
CC-11974,Standard,20000.0,16943.33,0.180928,Need Attention,12250.9,No Offer (Low Risk),0.0,0.0,0.0
CC-11975,Black,330000.0,6682.17,0.05469949,Need Attention,25376.94,No Offer (Low Risk),0.0,0.0,0.0
CC-11976,Standard,70000.0,28119.83,0.1323037,Need Attention,42074.62,No Offer (Low Risk),0.0,0.0,0.0
CC-11977,Black,300000.0,0.0,0.28282285,Need Attention,1162.42,No Offer (Budget Exceeded),495.0,578.9,1.1695
CC-11978,Platinum,280000.0,222363.33,0.70378757,At-Risk High Value,82025.38,Fee Waiver,295.0,104037.16,352.6683
CC-11979,Platinum,180000.0,51401.33,0.051458236,At-Risk High Value,88080.25,No Offer (Low Risk),0.0,0.0,0.0
CC-11980,Standard,50000.0,30172.67,0.13154481,Need Attention,43351.78,No Offer (Low Risk),0.0,0.0,0.0
CC-11981,Platinum,230000.0,49910.83,0.18410784,Loyal High Spenders,94110.85,No Offer (Low Risk),0.0,0.0,0.0
CC-11982,Platinum,200000.0,18108.83,0.08056979,Need Attention,10382.63,No Offer (Low Risk),0.0,0.0,0.0
CC-11983,Platinum,250000.0,5368.83,0.18944857,Need Attention,6006.9,No Offer (Low Risk),0.0,0.0,0.0
CC-11984,Gold,100000.0,79000.67,0.37723893,At-Risk High Value,49273.52,Fee Waiver,95.0,51975.59,547.1114
CC-11985,Black,470000.0,8085.5,0.19926924,Need Attention,4729.05,No Offer (Low Risk),0.0,0.0,0.0
CC-11986,Gold,80000.0,3837.5,0.090240665,Need Attention,5133.13,No Offer (Low Risk),0.0,0.0,0.0
CC-11987,Platinum,250000.0,23161.67,0.05881032,Loyal High Spenders,37847.35,No Offer (Low Risk),0.0,0.0,0.0
CC-11988,Standard,20000.0,1050.0,0.84621805,Dormant / Lost,53.37,No Offer (Low Risk),0.0,0.0,0.0
CC-11989,Black,360000.0,334.0,0.21877393,Dormant / Lost,1458.96,No Offer (Budget Exceeded),120.0,844.78,7.0398
CC-11990,Gold,80000.0,18166.67,0.0991981,Loyal High Spenders,38134.3,No Offer (Low Risk),0.0,0.0,0.0
CC-11991,Gold,100000.0,3681.5,0.13659601,Dormant / Lost,3891.4,No Offer (Low Risk),0.0,0.0,0.0
CC-11992,Standard,50000.0,0.0,0.32703862,Dormant / Lost,-163.92,No Offer (Low Risk),0.0,0.0,0.0
CC-11993,Black,620000.0,132635.17,0.06295025,Champions / Whales,483660.38,No Offer (Low Risk),0.0,0.0,0.0
CC-11994,Gold,100000.0,32040.5,0.74862015,At-Risk High Value,8538.6,No Offer (Budget Exceeded),95.0,9544.18,100.465
CC-11995,Standard,30000.0,24843.33,0.28394517,Need Attention,10518.17,Fee Waiver,50.0,9686.54,193.7308
CC-11996,Platinum,180000.0,1796.83,0.13960384,Need Attention,1697.43,No Offer (Low Risk),0.0,0.0,0.0
CC-11997,Black,330000.0,7479.67,0.1639299,Dormant / Lost,5011.03,No Offer (Low Risk),0.0,0.0,0.0
CC-11998,Gold,90000.0,40535.67,0.24650536,At-Risk High Value,33154.12,Fee Waiver,95.0,28422.95,299.1889
CC-11999,Platinum,280000.0,1346.83,0.13579248,Dormant / Lost,1553.1,No Offer (Low Risk),0.0,0.0,0.0
CC-12000,Standard,20000.0,14620.17,0.43662128,Dormant / Lost,6764.57,No Offer (Budget Exceeded),50.0,7543.66,150.8732
CC-12001,Gold,120000.0,22533.67,0.20488618,Need Attention,4516.51,No Offer (Budget Exceeded),95.0,3407.94,35.873
CC-12002,Platinum,240000.0,159190.0,0.064152576,At-Risk High Value,282675.19,No Offer (Low Risk),0.0,0.0,0.0
CC-12003,Gold,80000.0,367.67,0.34751502,Dormant / Lost,105.16,No Offer (Budget Exceeded),95.0,12.18,0.1282
CC-12004,Standard,30000.0,14943.17,0.2886382,Dormant / Lost,870.48,No Offer (Budget Exceeded),50.0,762.41,15.2482
CC-12005,Standard,70000.0,14337.17,0.09882494,Loyal High Spenders,20555.97,No Offer (Low Risk),0.0,0.0,0.0
CC-12006,Standard,20000.0,12705.67,0.58387536,Dormant / Lost,5654.61,No Offer (Budget Exceeded),50.0,7001.05,140.021
CC-12007,Platinum,180000.0,177535.67,0.64397955,At-Risk High Value,66282.43,Fee Waiver,295.0,84970.99,288.0372
CC-12008,Gold,140000.0,126421.5,0.12225879,Loyal High Spenders,150229.06,No Offer (Low Risk),0.0,0.0,0.0
CC-12009,Standard,20000.0,16927.67,0.13822028,Loyal High Spenders,14877.45,No Offer (Low Risk),0.0,0.0,0.0
CC-12010,Platinum,230000.0,0.0,0.28252134,Need Attention,640.49,No Offer (Budget Exceeded),295.0,296.4,1.0047
CC-12011,Gold,90000.0,86358.17,0.7130885,At-Risk High Value,24504.87,Fee Waiver,95.0,30275.54,318.6899
CC-12012,Platinum,170000.0,317.33,0.20149937,Need Attention,907.33,No Offer (Budget Exceeded),295.0,401.89,1.3623
CC-12013,Gold,80000.0,56090.5,0.14474,Loyal High Spenders,72737.56,No Offer (Low Risk),0.0,0.0,0.0
CC-12014,Gold,80000.0,24504.17,0.052509133,Loyal High Spenders,20671.09,No Offer (Low Risk),0.0,0.0,0.0
CC-12015,Gold,80000.0,71626.33,0.10612161,Loyal High Spenders,80932.51,No Offer (Low Risk),0.0,0.0,0.0
CC-12016,Gold,100000.0,81896.0,0.54432803,At-Risk High Value,29834.12,Fee Waiver,95.0,36239.49,381.4683
CC-12017,Gold,120000.0,2629.5,0.15607424,Need Attention,4157.43,No Offer (Low Risk),0.0,0.0,0.0
CC-12018,Standard,50000.0,14189.5,0.81329376,Dormant / Lost,2489.77,No Offer (Budget Exceeded),50.0,2368.33,47.3666
CC-12019,Platinum,260000.0,2500.0,0.83713996,Dormant / Lost,852.89,No Offer (Budget Exceeded),120.0,572.68,4.7723
CC-12020,Platinum,180000.0,147900.83,0.13513914,At-Risk High Value,187891.09,No Offer (Low Risk),0.0,0.0,0.0
CC-12021,Standard,30000.0,29044.67,0.19930212,Need Attention,19066.75,No Offer (Low Risk),0.0,0.0,0.0
CC-12022,Gold,80000.0,6304.17,0.51252973,Dormant / Lost,4522.18,No Offer (Budget Exceeded),95.0,5297.33,55.7614
CC-12023,Standard,50000.0,12774.17,0.282753,Loyal High Spenders,7717.33,No Offer (Budget Exceeded),50.0,7078.76,141.5752
CC-12024,Standard,50000.0,9610.83,0.15259607,Need Attention,10827.25,No Offer (Low Risk),0.0,0.0,0.0
CC-12025,Gold,90000.0,47743.67,0.70316356,At-Risk High Value,14370.02,Fee Waiver,95.0,18215.24,191.7393
CC-12026,Platinum,180000.0,73296.33,0.0700553,Champions / Whales,181793.04,No Offer (Low Risk),0.0,0.0,0.0
